study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_region	known_gene	suspected_gene
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_2.tsv.gz	11	27389739	1.5774714786053347e-33	NA	EUR/11/27020461_28481592	NA	LGR4
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_3.tsv.gz	11	28269884	3.61926177849739e-50	NA	EUR/11/27020461_28481592	NA	METTL15
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_4.tsv.gz	11	28057957	5.9600564649401265e-56	NA	EUR/11/27020461_28481592	NA	KIF18A
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_5.tsv.gz	11	27563382	4.350347042192749e-149	NA	EUR/11/27020461_28481592	NA	BDNF-AS
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_6.tsv.gz	11	27487992	5.754979566571254e-246	NA	EUR/11/27020461_28481592	NA	LGR4
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_7.tsv.gz	11	27384585	2.7145569269102797e-33	NA	EUR/11/27020461_28481592	NA	CCDC34
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_8.tsv.gz	11	27725986	9.673696302368795e-107	NA	EUR/11/27020461_28481592	NA	BDNF
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_9	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_9.tsv.gz	11	27635319	1.281127037057098e-65	NA	EUR/11/27020461_28481592	NA	BDNF-AS
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_1.tsv.gz	11	27362359	4.610672896108397e-29	NA	EUR/11/27020461_28481592	NA	CCDC34
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_2.tsv.gz	11	27389739	1.5774714786053347e-33	NA	EUR/11/27020461_28481592	NA	LGR4
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_3.tsv.gz	11	28269884	3.61926177849739e-50	NA	EUR/11/27020461_28481592	NA	METTL15
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_4.tsv.gz	11	28057957	5.9600564649401265e-56	NA	EUR/11/27020461_28481592	NA	KIF18A
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_5.tsv.gz	11	27563382	4.350347042192749e-149	NA	EUR/11/27020461_28481592	NA	BDNF-AS
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_6.tsv.gz	11	27487992	5.754979566571254e-246	NA	EUR/11/27020461_28481592	NA	LGR4
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_7.tsv.gz	11	27384585	2.7145569269102797e-33	NA	EUR/11/27020461_28481592	NA	CCDC34
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_8.tsv.gz	11	27725986	9.673696302368795e-107	NA	EUR/11/27020461_28481592	NA	BDNF
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27667202_9	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27667202_9.tsv.gz	11	27635319	1.281127037057098e-65	NA	EUR/11/27020461_28481592	NA	BDNF-AS
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_27472705_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_27472705_1.tsv.gz	11	27472705	3.5002575415843406e-11	NA	EUR/11/27020461_28481592	NA	LGR4
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_27679916_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_27679916_1.tsv.gz	11	27679916	1.753476702422828e-16	NA	EUR/11/27020461_28481592	NA	BDNF-AS
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_31210771_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_31210771_1.tsv.gz	11	30760335	2.1967783337471064e-9	NA	EUR/11/30141357_32276900	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_31210771_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_31210771_2.tsv.gz	11	30878849	3.1344532707504734e-8	NA	EUR/11/30141357_32276900	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_30754837_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_30754837_1.tsv.gz	11	30754837	3.530205603766621e-41	NA	EUR/11/30141357_32276900	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_30901989_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_30901989_1.tsv.gz	11	30901989	3.530205603766621e-41	NA	EUR/11/30141357_32276900	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_30243795_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_30243795_1.tsv.gz	11	30243795	5.286886658508813e-11	NA	EUR/11/30141357_32276900	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_33913568_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_33913568_1.tsv.gz	11	33913568	9.360520527214564e-62	NA	EUR/11/32276901_33958738	NA	LMO2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_32451920_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_32451920_1.tsv.gz	11	32451920	6.953444618256606e-41	NA	EUR/11/32276901_33958738	NA	WT1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_33913568_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_33913568_1.tsv.gz	11	33913568	6.953444618256606e-41	NA	EUR/11/32276901_33958738	NA	LMO2
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_32956492_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_32956492_1.tsv.gz	11	32956492	2.1958870625592327e-10	NA	EUR/11/32276901_33958738	NA	QSER1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_33914463_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_33914463_1.tsv.gz	11	33914463	8.100279416803438e-54	NA	EUR/11/32276901_33958738	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_35059352_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_35059352_1.tsv.gz	11	35059352	1.680002778532998e-9	NA	EUR/11/33958739_35502604	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_34780968_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_34780968_1.tsv.gz	11	34780968	6.37999002925937e-10	NA	EUR/11/33958739_35502604	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_36451433_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_36451433_1.tsv.gz	11	36451433	4.4699225684186796e-14	NA	EUR/11/35502605_37116814	NA	PRR5L
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_43628749_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_43628749_1.tsv.gz	11	43628749	1.215346179217189e-13	NA	EUR/11/42310003_44693798	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_45207183_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_45207183_1.tsv.gz	11	45207183	7.647156884388372e-17	NA	EUR/11/44693799_47006136	NA	PRDM11
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_47336320_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_47336320_1.tsv.gz	11	47336320	2.82292929077977e-34	NA	EUR/11/47006137_49866049	NA	MADD
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_47888036_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_47888036_1.tsv.gz	11	47888036	1e-13	NA	EUR/11/47006137_49866049	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_47468791_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_47468791_1.tsv.gz	11	47468791	1.109941270774826e-32	NA	EUR/11/47006137_49866049	NA	RAPSN
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_47888036_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_47888036_1.tsv.gz	11	47888036	3.105274521697764e-17	NA	EUR/11/47006137_49866049	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_47362465_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_47362465_1.tsv.gz	11	47362465	3.509134383585535e-28	NA	EUR/11/47006137_49866049	NA	MYBPC3
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_47293799_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_47293799_1.tsv.gz	11	47293799	5.803633782042344e-25	NA	EUR/11/47006137_49866049	NA	MADD
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_11_47474146_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_11_47474146_1.tsv.gz	11	47474146	2.2998525866862052e-14	NA	EUR/11/47006137_49866049	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_47468791_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_47468791_1.tsv.gz	11	47468791	1e-19	NA	EUR/11/47006137_49866049	NA	RAPSN
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_55077895_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_55077895_1.tsv.gz	11	55077895	1.0260062350602487e-9	NA	EUR/11/54695473_55082656	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_58207203_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_58207203_1.tsv.gz	11	58207203	1.3909131081747305e-13	NA	EUR/11/55082657_58457494	NA	OR5B12
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_57421457_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_57421457_1.tsv.gz	11	57421457	1.4601584968117884e-24	NA	EUR/11/55082657_58457494	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_57421457_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_57421457_1.tsv.gz	11	57421457	1.6330519478943314e-16	NA	EUR/11/55082657_58457494	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_57421457_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_57421457_1.tsv.gz	11	57421457	5.5004725286763505e-30	NA	EUR/11/55082657_58457494	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_61605499_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_61605499_1.tsv.gz	11	61605499	7.340066591560363e-41	NA	EUR/11/58780549_62223770	NA	FADS2
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_61589481_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_61589481_1.tsv.gz	11	61589481	1.2299855235704722e-30	NA	EUR/11/58780549_62223770	NA	FADS2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_61581656_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_61581656_1.tsv.gz	11	61581656	7.671848181899826e-20	NA	EUR/11/58780549_62223770	NA	FADS1
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_59933492_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_59933492_1.tsv.gz	11	59933492	1.054144142785385e-21	NA	EUR/11/58780549_62223770	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_61519542_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_61519542_1.tsv.gz	11	61519542	1.054144142785385e-21	NA	EUR/11/58780549_62223770	NA	NA
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_11_61593816_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_11_61593816_1.tsv.gz	11	61593816	9.670969196540915e-10	NA	EUR/11/58780549_62223770	NA	FADS2
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_61571348_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_61571348_1.tsv.gz	11	61571348	1.1251229929657703e-29	NA	EUR/11/58780549_62223770	NA	FADS1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_65391317_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_65391317_1.tsv.gz	11	65391317	5.125072342311736e-33	NA	EUR/11/63804569_65898630	NA	PCNX3
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_64023752_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_64023752_1.tsv.gz	11	64023752	4.960209273959736e-12	NA	EUR/11/63804569_65898630	NA	PLCB3
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_65135413_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_65135413_1.tsv.gz	11	65135413	5.350569381731378e-36	NA	EUR/11/63804569_65898630	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_65356674_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_65356674_1.tsv.gz	11	65356674	3.586740857699512e-25	NA	EUR/11/63804569_65898630	NA	EHBP1L1
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_65798959_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_65798959_1.tsv.gz	11	65798959	2.8464266703742235e-11	NA	EUR/11/63804569_65898630	NA	NA
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_11_65493206_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_11_65493206_1.tsv.gz	11	65493206	3.904990664817695e-10	NA	EUR/11/63804569_65898630	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_65259245_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_65259245_1.tsv.gz	11	65259245	1.5191476984475203e-14	NA	EUR/11/63804569_65898630	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_11_64020784_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_11_64020784_1.tsv.gz	11	64020784	5.4000775906659066e-49	NA	EUR/11/63804569_65898630	NA	PLCB3
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_11_65391317_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_11_65391317_1.tsv.gz	11	65391317	5.4000775906659066e-49	NA	EUR/11/63804569_65898630	NA	PCNX3
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_65348347_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_65348347_1.tsv.gz	11	65348347	3.100273441998182e-46	NA	EUR/11/63804569_65898630	NA	EHBP1L1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_65357697_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_65357697_1.tsv.gz	11	65357697	3.100273441998182e-46	NA	EUR/11/63804569_65898630	NA	EHBP1L1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_67253564_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_67253564_1.tsv.gz	11	67253564	3.4403291876823345e-76	NA	EUR/11/65898631_68005824	NA	AIP
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_67194593_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_67194593_1.tsv.gz	11	67194593	8.59013521505391e-57	NA	EUR/11/65898631_68005824	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_11_66078129_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_11_66078129_1.tsv.gz	11	66078129	5.700330022189613e-17	NA	EUR/11/65898631_68005824	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_67197757_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_67197757_1.tsv.gz	11	67197757	1.399909626568356e-65	NA	EUR/11/65898631_68005824	NA	RPS6KB2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_1.tsv.gz	11	69462910	3.4502940338713885e-17	NA	EUR/11/68005825_69516129	NA	CCND1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_2.tsv.gz	11	69334307	4.071893381323515e-12	NA	EUR/11/68005825_69516129	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_3.tsv.gz	11	68562328	2.0815288684911603e-8	NA	EUR/11/68005825_69516129	NA	CPT1A
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_4.tsv.gz	11	68846399	8.417200800338579e-45	NA	EUR/11/68005825_69516129	NA	TPCN2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_5.tsv.gz	11	68831364	1.3684097966786426e-61	NA	EUR/11/68005825_69516129	NA	TPCN2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_6.tsv.gz	11	68030173	3.3694754914145347e-16	NA	EUR/11/68005825_69516129	NA	C11orf24
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_7.tsv.gz	11	68030015	3.178169537428162e-17	NA	EUR/11/68005825_69516129	NA	C11orf24
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_69462910_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_69462910_8.tsv.gz	11	69063510	1.8478104099521557e-13	NA	EUR/11/68005825_69516129	NA	MYEOV
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_68343593_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_68343593_1.tsv.gz	11	68343593	1.7701089583174256e-24	NA	EUR/11/68005825_69516129	NA	PPP6R3
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_68181621_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_68181621_1.tsv.gz	11	68181621	9.924302650467789e-14	NA	EUR/11/68005825_69516129	NA	LRP5
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_69459036_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_69459036_1.tsv.gz	11	69459036	4.5112822527158534e-14	NA	EUR/11/68005825_69516129	NA	CCND1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_68141414_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_68141414_1.tsv.gz	11	68141414	1e-16	NA	EUR/11/68005825_69516129	NA	LRP5
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_74040994_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_74040994_1.tsv.gz	11	74040994	4.3701867907061283e-13	NA	EUR/11/72286017_74412350	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_72499035_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_72499035_1.tsv.gz	11	72499035	1.6477829317987472e-16	NA	EUR/11/72286017_74412350	NA	STARD10
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_72460762_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_72460762_1.tsv.gz	11	72460762	2.260997072350464e-31	NA	EUR/11/72286017_74412350	NA	ARAP1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_75454878_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_75454878_1.tsv.gz	11	75454878	2.1301000374112524e-15	NA	EUR/11/74412351_76797208	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_75569093_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_75569093_1.tsv.gz	11	75569093	2.943472617379743e-9	NA	EUR/11/74412351_76797208	NA	UVRAG
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_11_76299649_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_11_76299649_1.tsv.gz	11	76299649	1.5999263828686003e-29	NA	EUR/11/74412351_76797208	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_77583266_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_77583266_1.tsv.gz	11	77583266	1.4260015579630904e-10	NA	EUR/11/76797209_78355057	NA	AAMDC
